smiles_polymer,smiles_monomer,monomers,pm,Mn,Tg,Tm,Tm_pred,Tg_pred,model_id,distribution,ref,comment,mechanism,monomers.1,DP,replicate_structure,dTm,dTg
C[C@@H](CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.06,,,183.0,185.00035,11.841847,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #8",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,2.0003499999999974,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,168.26689,9.545743,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,1.2668899999999894,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,168.29646,9.437844,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,1.2964599999999962,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,168.29704,9.487356,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,1.2970400000000097,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,168.33632,9.451037,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,1.3363200000000006,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.1,37400.0,,167.0,168.26689,9.545742,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #3",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,1.2668899999999894,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,153.30182,4.239454,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,3.301819999999992,0.43203499999999995
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,153.30183,4.2394633,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,3.3018299999999954,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,153.30177,4.308666,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,0,1.6982299999999952,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,153.71748,4.157717,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,3.717479999999995,0.4320354000000002
C[C@@H](CC(=O)O)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,153.30142,4.2634063,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,3.3014200000000073,
C[C@@H](CC(=O)O)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)OC(=O)C[C@H](C)OC(=O)C[C@@H](C)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,153.3009,4.262586,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,1,1.6990999999999872,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,153.71603,4.1852894,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,3.7160299999999893,0.4320354000000002
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,153.7175,4.1577244,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,3.717500000000001,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,153.7175,4.1577206,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,2,1.2824999999999989,
C[C@H](O)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,153.69727,4.2109404,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,3.697270000000003,0.4320354000000002
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,,150.0,153.71603,4.1852937,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #6",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,3.7160299999999893,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,47200.0,,155.0,153.71951,4.1303616,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 1, #5",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,3,1.2804899999999861,
C[C@H](O)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O[C@@H](C)CC(=O)O[C@H](C)CC(=O)O,C[C@@H](O)CC(=O)O.C[C@H](O)CC(=O)O,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",0.12,64300.0,4.0,150.0,153.71748,4.157723,5,[],"Ajellal, N., Bouyahyi, M., Amgoune, A., Thomas, C. M., Bondon, A., Pillin, I., Grohens, Y., & Carpentier, J. F. (2009). Syndiotactic-enriched poly(3-hydroxybutyrate)s via stereoselective ring-opening polymerization of racemic _-butyrolactone with discrete yttrium catalysts. Macromolecules, 42(4), 987-993. https://doi.org/10.1021/ma8022734","Table 3, #2",ester_stereo,"('C[C@@H](O)CC(=O)O', 'C[C@H](O)CC(=O)O')",25,4,3.717479999999995,0.4320354000000002
